trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed,passenger_count,capacity_percentage,trip_status
T06061,2023-03-03,09:45:00,Tram,Route_11,Station_7,Station_32,09:18:30,10:44:30,11,30,Cloudy,11.1,65,3,10.1,,0,44,0,1,4,Spring,1,17,60,Completed
T06008,2023-03-03,10:15:00,Train,Route_13,Station_38,Station_15,10:13:30,11:52:30,17,7,Clear,9.4,27,15,5.5,,0,73,0,0,4,Spring,1,36,49,Completed
T06074,2023-03-03,10:30:00,Train,Route_6,Station_30,Station_19,10:21:45,11:05:45,19,16,Clear,11.7,57,16,3.9,Parade,500,5,0,0,4,Spring,1,40,77,Completed
T06040,2023-03-03,10:30:00,Tram,Route_5,Station_32,Station_25,10:16:30,12:14:30,13,28,Storm,-0.7,20,56,10.3,,0,51,0,0,4,Spring,1,41,45,Completed
T06043,2023-03-03,10:45:00,Tram,Route_6,Station_14,Station_48,10:12:15,10:43:15,4,4,Clear,26.4,30,35,6.6,,0,88,0,0,4,Spring,1,30,60,Completed
T06048,2023-03-03,13:00:00,Metro,Route_15,Station_49,Station_33,13:09:45,15:03:45,14,4,Cloudy,3.9,21,21,12.2,Festival,0,61,0,0,4,Spring,1,26,10,Completed
T06004,2023-03-03,13:15:00,Tram,Route_15,Station_1,Station_35,13:32:45,15:24:45,10,11,Snow,18.7,62,24,10.9,,0,53,0,0,4,Spring,1,8,42,Completed
T06019,2023-03-03,13:15:00,Bus,Route_15,Station_50,Station_20,13:43:30,14:25:30,12,14,Snow,15.7,60,38,13.4,,10000,72,0,0,4,Spring,1,35,16,Completed
T06069,2023-03-03,13:15:00,Tram,Route_10,Station_19,Station_9,13:01:00,13:42:00,-2,30,Fog,26.8,50,50,18.2,,0,0,0,0,4,Spring,1,22,61,Completed
T06034,2023-03-03,13:45:00,Tram,Route_9,Station_23,Station_2,13:42:00,15:22:00,-4,4,Storm,26.5,54,7,19.0,,0,3,0,0,4,Spring,1,42,20,Completed
T06076,2023-03-03,14:00:00,Metro,Route_19,Station_22,Station_23,14:17:15,15:15:15,3,8,Snow,21.9,73,44,8.5,,0,4,0,0,4,Spring,1,28,36,Completed
T06021,2023-03-03,14:30:00,Metro,Route_19,Station_9,Station_48,14:58:00,16:22:00,2,23,Cloudy,12.9,59,36,1.5,,0,23,0,0,4,Spring,1,27,23,Completed
T06079,2023-03-03,14:30:00,Bus,Route_18,Station_47,Station_33,14:18:00,14:49:00,4,23,Clear,8.0,77,58,13.9,,0,45,0,0,4,Spring,1,26,95,Completed
T06077,2023-03-03,14:45:00,Tram,Route_18,Station_44,Station_7,14:16:30,15:55:30,12,16,Fog,17.2,35,18,4.4,,500,60,0,0,4,Spring,1,6,89,Completed
T06012,2023-03-03,14:45:00,Train,Route_4,Station_46,Station_27,14:30:15,15:16:15,3,13,Clear,9.7,51,57,13.7,Concert,10000,65,0,0,4,Spring,1,35,55,Completed
T06071,2023-03-03,14:45:00,Bus,Route_19,Station_36,Station_5,14:52:15,16:21:15,-2,18,Storm,19.2,77,21,12.2,,0,74,0,0,4,Spring,1,59,85,Completed
T06013,2023-03-03,15:00:00,Metro,Route_11,Station_41,Station_31,15:13:45,15:59:45,15,19,Rain,29.9,21,13,5.8,,0,5,0,0,4,Spring,1,15,19,Completed
T06096,2023-03-03,15:00:00,Bus,Route_19,Station_38,Station_13,15:26:30,15:56:30,9,14,Snow,10.1,49,24,20.0,,0,19,1,0,4,Spring,1,32,33,Completed
T06083,2023-03-03,15:15:00,Metro,Route_2,Station_5,Station_1,15:06:15,16:27:15,15,15,Rain,17.2,47,12,9.0,,0,0,0,0,4,Spring,1,50,70,Completed
T06033,2023-03-03,16:00:00,Train,Route_16,Station_34,Station_40,16:12:15,17:55:15,11,23,Cloudy,27.0,33,29,8.8,,0,96,0,1,4,Spring,1,36,27,Completed
T06025,2023-03-03,16:45:00,Tram,Route_16,Station_48,Station_21,16:45:00,17:20:00,8,4,Fog,20.1,44,56,3.0,,0,71,0,1,4,Spring,1,9,95,Completed
T06058,2023-03-03,18:00:00,Bus,Route_3,Station_8,Station_4,18:30:00,19:49:00,5,8,Storm,17.1,56,35,13.2,,0,24,0,1,4,Spring,1,42,18,Completed
T06087,2023-03-03,18:15:00,Metro,Route_9,Station_15,Station_43,18:28:00,19:35:00,15,6,Rain,18.0,45,26,7.2,Protest,500,26,0,1,4,Spring,1,14,26,Completed
T06010,2023-03-03,18:45:00,Tram,Route_19,Station_34,Station_33,18:09:00,18:45:00,2,20,Snow,21.8,44,54,5.1,,0,99,0,1,4,Spring,1,44,67,Completed
T06057,2023-03-03,18:45:00,Train,Route_16,Station_46,Station_19,18:19:45,19:38:45,6,13,Clear,19.1,75,42,1.1,,0,86,0,1,4,Spring,1,50,22,Completed
T06100,2023-03-03,19:00:00,Train,Route_16,Station_4,Station_45,19:48:00,21:34:00,10,30,Fog,23.1,71,46,12.0,,0,27,0,1,4,Spring,1,28,59,Completed
T06017,2023-03-03,19:15:00,Metro,Route_16,Station_40,Station_5,19:42:15,20:36:15,15,12,Cloudy,21.1,35,18,15.1,,0,74,0,1,4,Spring,1,39,15,Completed
T06027,2023-03-03,19:30:00,Metro,Route_7,Station_6,Station_31,19:07:45,20:37:45,8,16,Storm,12.9,46,22,2.8,,0,59,0,1,4,Spring,1,48,94,Completed
T06066,2023-03-03,19:45:00,Metro,Route_19,Station_33,Station_23,19:15:30,19:47:30,20,24,Rain,16.9,63,19,12.3,,0,41,0,1,4,Spring,1,52,60,Completed
T06091,2023-03-03,20:00:00,Bus,Route_7,Station_1,Station_12,20:58:15,21:47:15,2,18,Clear,24.1,94,22,13.8,,0,44,1,0,4,Spring,1,27,45,Completed
T06082,2023-03-03,20:00:00,Train,Route_4,Station_34,Station_39,20:02:45,21:59:45,10,9,Fog,8.5,51,32,7.7,Festival,500,14,0,0,4,Spring,1,21,80,Completed
T06044,2023-03-03,20:15:00,Tram,Route_16,Station_8,Station_43,20:41:15,22:14:15,2,6,Rain,19.9,79,52,12.8,Festival,10000,58,0,0,4,Spring,1,5,109,Completed
T06090,2023-03-03,20:45:00,Bus,Route_19,Station_12,Station_10,20:00:45,20:47:45,17,15,Storm,4.0,36,48,7.6,Protest,50000,42,0,0,4,Spring,1,59,34,Completed
T06067,2023-03-03,21:00:00,Tram,Route_13,Station_48,Station_34,21:54:30,22:43:30,10,7,Snow,5.4,64,29,6.4,,0,24,0,0,4,Spring,1,35,20,Completed
T06022,2023-03-03,21:00:00,Bus,Route_14,Station_38,Station_1,21:48:15,23:29:15,1,10,Cloudy,7.7,90,19,0.0,,0,37,0,0,4,Spring,1,35,53,Completed
T06088,2023-03-03,21:00:00,Tram,Route_6,Station_47,Station_30,21:55:15,23:49:15,10,3,Clear,22.4,41,8,8.5,,0,36,0,0,4,Spring,1,46,23,Completed
T06011,2023-03-03,21:00:00,Bus,Route_4,Station_24,Station_21,21:34:45,22:09:45,12,25,Clear,18.0,76,41,16.8,,0,46,0,0,4,Spring,1,59,38,Completed
T06009,2023-03-03,21:00:00,Bus,Route_4,Station_18,Station_3,21:42:00,23:15:00,16,2,Clear,17.2,26,34,20.0,Parade,10000,0,0,0,4,Spring,1,46,83,Completed
T06086,2023-03-03,21:30:00,Tram,Route_10,Station_37,Station_22,21:16:45,22:22:45,5,6,Rain,12.0,45,49,5.5,,0,63,0,0,4,Spring,1,57,59,Completed
T06093,2023-03-03,21:45:00,Bus,Route_8,Station_37,Station_15,21:35:30,22:46:30,4,17,Clear,13.4,47,60,4.0,,0,58,0,0,4,Spring,1,38,14,Completed
T06080,2023-03-03,21:45:00,Bus,Route_20,Station_27,Station_46,21:00:00,22:56:00,0,15,Fog,23.1,60,46,12.1,,0,56,0,0,4,Spring,1,13,81,Completed
T06081,2023-03-03,21:45:00,Train,Route_4,Station_14,Station_38,21:36:15,23:09:15,7,0,Fog,11.6,54,39,9.9,,0,81,0,0,4,Spring,0,26,78,Completed
T06075,2023-03-03,21:45:00,Metro,Route_19,Station_45,Station_42,21:52:00,23:18:00,16,7,Storm,17.5,57,29,16.8,,0,53,0,0,4,Spring,1,17,97,Completed
T06007,2023-03-03,22:00:00,Tram,Route_6,Station_29,Station_31,22:28:15,23:09:15,6,-2,Storm,24.0,21,60,13.6,,0,6,0,0,4,Spring,0,29,66,Completed
T06095,2023-03-03,22:00:00,Metro,Route_12,Station_41,Station_25,22:53:00,23:23:00,21,6,Fog,25.4,75,0,7.8,,0,61,0,0,4,Spring,1,52,35,Completed
T06045,2023-03-03,22:00:00,Metro,Route_19,Station_14,Station_48,22:55:30,00:45:30,15,1,Rain,8.0,37,0,15.0,Sports,0,91,0,0,4,Spring,1,22,15,Completed
T06042,2023-03-03,22:30:00,Metro,Route_17,Station_33,Station_22,22:55:00,23:58:00,4,29,Storm,16.0,40,36,18.5,Parade,500,80,0,0,4,Spring,1,55,25,Completed
T06020,2023-03-03,22:45:00,Bus,Route_19,Station_32,Station_4,22:03:00,23:01:00,9,10,Rain,10.5,42,22,6.4,,0,97,1,0,4,Spring,1,16,69,Cancelled
T06024,2023-03-03,22:45:00,Train,Route_8,Station_10,Station_25,22:53:45,00:13:45,7,13,Snow,15.4,60,14,12.0,,0,46,0,0,4,Spring,1,44,109,Completed
T06072,2023-03-03,23:00:00,Metro,Route_19,Station_38,Station_18,23:33:15,01:11:15,-5,11,Fog,7.8,76,52,6.3,Parade,10000,14,0,0,4,Spring,1,21,21,Completed
T06031,2023-03-03,23:15:00,Tram,Route_13,Station_36,Station_6,23:59:45,01:57:45,9,22,Snow,17.6,74,35,15.0,,0,41,0,0,4,Spring,1,19,84,Completed
T06016,2023-03-03,23:30:00,Bus,Route_7,Station_1,Station_41,23:41:45,01:15:45,15,18,Fog,11.5,50,22,8.7,,0,21,0,0,4,Spring,1,46,12,Completed
T06039,2023-03-03,23:30:00,Tram,Route_15,Station_36,Station_38,23:54:30,01:11:30,22,18,Rain,13.1,60,21,6.1,,0,51,0,0,4,Spring,1,19,72,Completed
T06143,2023-03-04,00:15:00,Metro,Route_7,Station_8,Station_46,00:42:15,01:37:15,3,17,Clear,15.3,64,58,0.0,Concert,2000,100,0,0,5,Spring,1,19,73,Completed
T06139,2023-03-04,00:15:00,Train,Route_5,Station_43,Station_11,00:56:30,01:42:30,15,-5,Fog,16.4,46,60,10.1,Parade,500,0,0,0,5,Spring,0,59,71,Completed
T06197,2023-03-04,00:30:00,Bus,Route_18,Station_40,Station_12,00:32:45,01:51:45,12,12,Snow,11.2,90,41,9.6,,0,100,0,0,5,Spring,1,43,15,Completed
T06177,2023-03-04,00:45:00,Bus,Route_6,Station_37,Station_15,00:42:30,02:00:30,15,13,Snow,20.7,63,22,5.6,Parade,0,8,0,0,5,Spring,1,17,28,Completed
T06182,2023-03-04,00:45:00,Bus,Route_13,Station_37,Station_12,00:06:15,00:48:15,5,-5,Cloudy,5.1,88,44,9.4,,0,52,0,0,5,Spring,0,21,27,Completed
T06105,2023-03-04,00:45:00,Bus,Route_10,Station_25,Station_10,00:41:00,02:31:00,0,15,Storm,4.9,56,23,14.5,,0,49,0,0,5,Spring,1,36,89,Completed
T06111,2023-03-04,01:15:00,Metro,Route_11,Station_45,Station_23,01:18:00,02:22:00,7,17,Storm,10.5,65,49,9.0,,0,21,0,0,5,Spring,1,13,96,Completed
T06141,2023-03-04,01:45:00,Tram,Route_3,Station_11,Station_32,01:43:45,02:33:45,9,8,Cloudy,23.5,38,29,6.6,,0,73,0,0,5,Spring,1,44,52,Completed
T06101,2023-03-04,02:00:00,Bus,Route_1,Station_31,Station_33,02:41:30,04:35:30,12,14,Rain,8.3,89,28,3.3,Festival,50000,18,1,0,5,Spring,1,24,82,Completed
T06152,2023-03-04,02:00:00,Bus,Route_2,Station_2,Station_33,02:35:00,03:45:00,13,11,Cloudy,20.6,49,1,1.3,,0,32,0,0,5,Spring,1,30,12,Completed
T06148,2023-03-04,02:15:00,Train,Route_12,Station_26,Station_37,02:25:15,03:34:15,5,26,Fog,24.2,64,60,9.1,,0,48,0,0,5,Spring,1,31,81,Completed
T06162,2023-03-04,02:15:00,Train,Route_15,Station_25,Station_33,02:11:45,02:58:45,3,14,Cloudy,10.5,93,49,14.8,,0,72,0,0,5,Spring,1,25,47,Completed
T06146,2023-03-04,02:15:00,Metro,Route_2,Station_41,Station_49,02:01:45,02:32:45,6,-6,Rain,13.8,62,60,10.1,,0,76,0,0,5,Spring,0,22,77,Completed
T06156,2023-03-04,02:30:00,Bus,Route_20,Station_41,Station_34,02:10:30,03:27:30,6,21,Cloudy,24.2,60,54,9.0,,0,32,0,0,5,Spring,1,17,85,Completed
T06129,2023-03-04,02:30:00,Train,Route_20,Station_14,Station_22,02:39:15,04:37:15,16,5,Fog,9.0,49,27,6.3,,0,42,0,0,5,Spring,1,20,53,Completed
T06128,2023-03-04,02:30:00,Train,Route_9,Station_1,Station_30,02:42:30,03:54:30,9,10,Cloudy,0.7,50,39,13.8,,0,89,0,0,5,Spring,1,13,104,Completed
T06135,2023-03-04,02:45:00,Metro,Route_6,Station_45,Station_16,02:26:00,03:10:00,3,15,Storm,4.4,52,15,13.1,Concert,10000,32,0,0,5,Spring,1,16,98,Completed
T06158,2023-03-04,02:45:00,Metro,Route_5,Station_49,Station_13,02:55:30,04:15:30,7,25,Fog,32.2,65,60,6.7,,0,39,0,0,5,Spring,1,48,89,Completed
T06140,2023-03-04,03:15:00,Tram,Route_20,Station_15,Station_27,03:24:30,04:49:30,12,4,Snow,22.9,76,54,11.1,,0,73,0,0,5,Spring,1,42,72,Completed
T06193,2023-03-04,03:45:00,Metro,Route_19,Station_45,Station_21,03:39:15,05:16:15,8,27,Storm,24.6,51,53,8.1,,0,37,0,0,5,Spring,1,23,51,Completed
T06115,2023-03-04,04:00:00,Metro,Route_7,Station_37,Station_33,04:06:30,05:07:30,11,23,Rain,21.4,78,52,10.1,,0,49,0,0,5,Spring,1,11,73,Completed
T06121,2023-03-04,04:00:00,Bus,Route_18,Station_21,Station_24,04:17:00,05:10:00,15,6,Fog,26.9,58,24,12.8,,0,35,0,0,5,Spring,1,39,63,Completed
T06187,2023-03-04,04:00:00,Tram,Route_17,Station_18,Station_21,04:35:45,05:15:45,9,22,Clear,19.0,49,4,15.5,Parade,50000,100,0,0,5,Spring,1,52,87,Completed
T06163,2023-03-04,04:30:00,Bus,Route_7,Station_20,Station_45,04:20:15,05:05:15,10,25,Cloudy,12.6,100,13,3.3,Parade,10000,4,0,0,5,Spring,1,22,86,Completed
T06199,2023-03-04,04:30:00,Tram,Route_5,Station_48,Station_13,04:31:15,05:25:15,5,13,Rain,14.3,68,42,19.7,Festival,2000,100,0,0,5,Spring,1,20,80,Completed
T06191,2023-03-04,05:15:00,Bus,Route_5,Station_45,Station_49,05:31:30,07:10:30,5,5,Cloudy,8.8,95,27,6.1,,0,24,0,0,5,Spring,1,59,85,Completed
T06189,2023-03-04,05:45:00,Train,Route_8,Station_35,Station_38,05:40:00,07:15:00,17,10,Rain,14.8,34,25,4.0,Parade,0,58,1,0,5,Spring,1,43,46,Completed
T06106,2023-03-04,05:45:00,Metro,Route_14,Station_50,Station_24,05:09:15,06:57:15,13,3,Snow,14.1,74,50,3.2,,0,22,0,0,5,Spring,1,8,13,Completed
T06145,2023-03-04,05:45:00,Tram,Route_9,Station_34,Station_41,05:04:00,06:48:00,7,7,Fog,10.2,55,11,8.4,Protest,10000,49,0,0,5,Spring,1,29,11,Completed
T06104,2023-03-04,06:00:00,Train,Route_20,Station_4,Station_6,06:42:30,07:26:30,14,17,Storm,0.7,75,28,7.5,Protest,50000,40,0,1,5,Spring,1,36,108,Completed
T06117,2023-03-04,06:15:00,Tram,Route_12,Station_46,Station_12,06:58:00,08:32:00,4,21,Clear,21.7,87,0,11.7,,0,39,1,1,5,Spring,1,44,53,Completed
T06154,2023-03-04,06:15:00,Train,Route_4,Station_45,Station_15,06:21:30,07:24:30,27,26,Cloudy,7.8,92,0,18.3,,0,0,0,1,5,Spring,1,17,76,Completed
T06185,2023-03-04,06:15:00,Train,Route_17,Station_18,Station_28,06:13:00,07:06:00,13,24,Clear,8.8,32,23,17.5,Festival,10000,22,0,1,5,Spring,1,49,77,Completed
T06116,2023-03-04,07:15:00,Bus,Route_5,Station_2,Station_40,07:40:15,09:03:15,14,12,Fog,18.9,52,0,13.5,,0,0,0,1,5,Spring,1,21,85,Completed
T06160,2023-03-04,07:30:00,Metro,Route_19,Station_28,Station_10,07:39:15,08:34:15,11,1,Cloudy,16.4,67,26,4.5,,0,55,0,1,5,Spring,1,53,92,Completed
T06161,2023-03-04,07:30:00,Metro,Route_6,Station_24,Station_29,07:05:15,07:37:15,8,22,Clear,4.7,65,8,8.6,,0,14,0,1,5,Spring,1,41,83,Completed
T06173,2023-03-04,07:45:00,Train,Route_9,Station_28,Station_18,07:14:30,07:46:30,3,10,Fog,27.0,71,13,5.3,,0,67,0,1,5,Spring,1,10,71,Completed
T06165,2023-03-04,08:15:00,Bus,Route_4,Station_50,Station_15,08:17:30,10:10:30,14,10,Snow,8.6,33,22,5.8,Parade,0,45,0,1,5,Spring,1,23,10,Completed
T06169,2023-03-04,08:15:00,Tram,Route_7,Station_10,Station_33,08:46:30,10:23:30,18,20,Cloudy,12.7,74,60,10.4,,0,77,0,1,5,Spring,1,17,26,Completed
T06195,2023-03-04,08:30:00,Tram,Route_8,Station_28,Station_42,08:45:00,10:40:00,15,1,Fog,11.9,88,33,10.2,Sports,2000,48,0,1,5,Spring,1,30,25,Completed
T06171,2023-03-04,09:15:00,Train,Route_3,Station_36,Station_23,09:33:45,10:32:45,8,25,Rain,7.5,63,31,16.9,Festival,2000,18,0,1,5,Spring,1,18,18,Completed
T06102,2023-03-04,09:15:00,Bus,Route_19,Station_46,Station_42,09:39:30,11:37:30,12,23,Cloudy,18.9,73,16,10.5,,0,37,0,1,5,Spring,1,35,62,Completed
T06138,2023-03-04,09:45:00,Bus,Route_11,Station_32,Station_25,09:00:30,10:27:30,12,-8,Snow,14.0,50,17,7.2,,0,2,0,1,5,Spring,0,58,82,Completed
T06124,2023-03-04,10:00:00,Bus,Route_20,Station_35,Station_42,10:43:45,12:43:45,8,27,Clear,21.2,46,17,7.6,,0,83,0,0,5,Spring,1,8,68,Completed
T06198,2023-03-04,10:15:00,Train,Route_14,Station_36,Station_34,10:04:30,11:17:30,15,6,Cloudy,-3.1,65,52,13.6,,0,96,0,0,5,Spring,1,43,18,Completed
T06144,2023-03-04,10:45:00,Metro,Route_18,Station_45,Station_17,10:38:00,12:06:00,16,11,Snow,18.1,49,34,20.0,,0,28,0,0,5,Spring,1,12,21,Completed
T06120,2023-03-04,11:00:00,Bus,Route_9,Station_49,Station_46,11:42:30,13:42:30,0,0,Cloudy,23.9,88,7,20.0,,0,61,0,0,5,Spring,0,29,50,Completed
T06118,2023-03-04,11:45:00,Bus,Route_13,Station_40,Station_34,11:00:15,12:03:15,15,27,Clear,4.5,63,43,8.0,,0,100,0,0,5,Spring,1,17,24,Completed
T06119,2023-03-04,11:45:00,Bus,Route_1,Station_24,Station_6,11:37:45,12:39:45,6,11,Cloudy,6.4,66,0,8.5,,0,86,0,0,5,Spring,1,36,75,Completed
T06166,2023-03-04,11:45:00,Metro,Route_6,Station_25,Station_2,11:26:00,11:58:00,12,11,Cloudy,16.5,73,9,20.0,,0,25,0,0,5,Spring,1,42,84,Completed
T06147,2023-03-04,11:45:00,Train,Route_3,Station_1,Station_22,11:12:15,13:04:15,6,25,Cloudy,7.4,73,43,14.1,,0,100,0,0,5,Spring,1,42,20,Completed
T06192,2023-03-04,11:45:00,Train,Route_16,Station_33,Station_24,11:04:00,12:08:00,5,18,Cloudy,2.0,65,36,0.0,Parade,10000,4,0,0,5,Spring,1,32,17,Completed
T06132,2023-03-04,12:30:00,Bus,Route_2,Station_26,Station_8,12:28:00,13:08:00,17,12,Storm,9.5,53,36,3.1,,0,33,0,0,5,Spring,1,57,64,Completed
T06149,2023-03-04,13:00:00,Tram,Route_12,Station_13,Station_1,13:34:45,14:49:45,9,2,Fog,21.1,75,27,20.0,,0,34,0,0,5,Spring,1,34,105,Completed
T06157,2023-03-04,13:15:00,Tram,Route_10,Station_8,Station_9,13:33:00,14:55:00,17,25,Rain,10.0,48,58,9.4,Concert,50000,48,0,0,5,Spring,1,7,15,Completed
T06131,2023-03-04,13:30:00,Train,Route_7,Station_49,Station_21,13:57:45,15:18:45,14,21,Clear,30.2,78,58,10.3,,0,90,0,0,5,Spring,1,32,62,Completed
T06186,2023-03-04,13:30:00,Metro,Route_13,Station_31,Station_36,13:24:45,14:44:45,15,11,Snow,29.0,100,46,0.2,Parade,0,0,0,0,5,Spring,1,7,29,Completed
T06112,2023-03-04,13:45:00,Bus,Route_13,Station_44,Station_4,13:06:30,14:31:30,3,14,Cloudy,8.5,34,9,17.0,,0,43,0,0,5,Spring,1,49,48,Completed
T06108,2023-03-04,14:00:00,Metro,Route_20,Station_40,Station_20,14:51:30,16:51:30,7,4,Storm,23.8,56,38,0.0,,0,84,1,0,5,Spring,1,58,108,Completed
T06103,2023-03-04,14:00:00,Train,Route_14,Station_16,Station_2,14:42:00,16:28:00,8,13,Cloudy,9.7,78,12,2.2,,0,23,0,0,5,Spring,1,38,81,Completed
T06168,2023-03-04,14:15:00,Tram,Route_11,Station_6,Station_27,14:38:00,15:33:00,10,30,Clear,0.8,73,0,9.6,,0,79,0,0,5,Spring,1,20,43,Completed
T06110,2023-03-04,14:15:00,Tram,Route_7,Station_36,Station_28,14:55:45,16:35:45,19,17,Snow,25.7,66,27,20.0,Concert,500,70,0,0,5,Spring,1,26,66,Completed
T06122,2023-03-04,14:30:00,Bus,Route_18,Station_9,Station_12,14:53:15,15:41:15,0,15,Fog,12.5,48,50,20.0,,0,19,0,0,5,Spring,1,36,28,Completed
T06142,2023-03-04,14:45:00,Tram,Route_18,Station_30,Station_45,14:27:45,15:42:45,3,10,Cloudy,15.4,93,20,7.6,Parade,0,6,0,0,5,Spring,1,42,80,Completed
T06133,2023-03-04,14:45:00,Metro,Route_1,Station_12,Station_18,14:57:45,15:46:45,16,20,Rain,-3.8,36,60,17.0,,0,29,0,0,5,Spring,1,12,40,Completed
T06184,2023-03-04,15:00:00,Bus,Route_19,Station_43,Station_32,15:57:45,17:06:45,3,20,Cloudy,6.4,45,29,15.7,,2000,38,0,0,5,Spring,1,59,91,Completed
T06183,2023-03-04,15:45:00,Train,Route_1,Station_47,Station_17,15:51:45,16:29:45,2,25,Fog,9.2,72,7,8.9,,10000,86,0,0,5,Spring,1,12,49,Completed
T06172,2023-03-04,15:45:00,Train,Route_2,Station_9,Station_40,15:13:00,15:46:00,10,9,Cloudy,15.9,71,8,17.5,,0,61,0,0,5,Spring,1,10,23,Completed
T06200,2023-03-04,16:00:00,Bus,Route_9,Station_19,Station_36,16:36:00,17:24:00,19,20,Storm,12.3,68,40,10.8,,0,19,0,1,5,Spring,1,18,109,Completed
T06188,2023-03-04,16:30:00,Bus,Route_19,Station_35,Station_44,16:22:00,18:08:00,5,21,Fog,35.8,59,26,13.3,,0,39,0,1,5,Spring,1,36,90,Completed
T06179,2023-03-04,16:30:00,Metro,Route_5,Station_49,Station_33,16:41:00,17:57:00,0,14,Rain,13.9,20,56,8.0,Parade,500,39,0,1,5,Spring,1,39,46,Completed
T06126,2023-03-04,16:30:00,Train,Route_17,Station_16,Station_7,16:05:45,17:23:45,8,25,Clear,10.9,78,22,0.0,Protest,10000,16,0,1,5,Spring,1,14,53,Completed
T06123,2023-03-04,16:45:00,Bus,Route_8,Station_29,Station_39,16:52:45,17:50:45,10,10,Storm,33.3,73,45,17.0,Concert,2000,51,0,1,5,Spring,1,7,18,Cancelled
T06155,2023-03-04,17:00:00,Bus,Route_20,Station_13,Station_42,17:03:00,18:48:00,7,24,Cloudy,18.1,33,32,12.3,,0,54,0,1,5,Spring,1,16,67,Completed
T06125,2023-03-04,17:15:00,Tram,Route_15,Station_47,Station_22,17:46:15,19:00:15,18,30,Storm,9.3,66,22,8.9,,0,76,0,1,5,Spring,1,53,29,Completed
T06170,2023-03-04,17:30:00,Tram,Route_16,Station_43,Station_28,17:33:15,19:17:15,6,23,Rain,22.2,51,42,14.9,,0,70,1,1,5,Spring,1,35,101,Completed
T06113,2023-03-04,17:30:00,Tram,Route_1,Station_49,Station_2,17:26:00,18:33:00,9,5,Clear,10.3,51,25,0.1,Festival,50000,81,0,1,5,Spring,1,33,59,Completed
T06109,2023-03-04,18:45:00,Metro,Route_13,Station_13,Station_16,18:41:15,19:50:15,4,26,Cloudy,19.9,34,33,19.8,,0,29,0,1,5,Spring,1,9,29,Completed
T06190,2023-03-04,18:45:00,Tram,Route_17,Station_13,Station_15,18:44:00,19:49:00,-1,22,Snow,8.0,99,52,13.2,Sports,500,0,0,1,5,Spring,1,56,45,Completed
T06134,2023-03-04,19:15:00,Bus,Route_16,Station_23,Station_27,19:11:15,20:44:15,0,2,Fog,19.1,100,60,0.6,Parade,10000,38,0,1,5,Spring,1,29,36,Completed
T06130,2023-03-04,19:45:00,Metro,Route_10,Station_49,Station_31,19:55:45,20:58:45,3,21,Cloudy,7.4,43,38,14.3,,0,40,0,1,5,Spring,1,45,81,Completed
T06150,2023-03-04,20:00:00,Bus,Route_12,Station_19,Station_50,20:17:00,21:36:00,-1,30,Storm,23.1,76,23,12.0,,0,9,0,0,5,Spring,1,35,41,Completed
T06180,2023-03-04,20:00:00,Train,Route_3,Station_33,Station_3,20:16:45,22:09:45,12,13,Cloudy,17.9,40,27,0.0,Concert,0,40,0,0,5,Spring,1,25,10,Completed
T06159,2023-03-04,20:30:00,Train,Route_12,Station_47,Station_41,20:57:00,21:41:00,13,6,Clear,20.3,53,3,0.0,,0,37,0,0,5,Spring,1,24,26,Completed
T06127,2023-03-04,20:45:00,Metro,Route_15,Station_4,Station_44,20:18:15,21:13:15,9,30,Clear,11.3,60,37,6.4,,0,33,0,0,5,Spring,1,43,18,Completed
T06194,2023-03-04,20:45:00,Train,Route_19,Station_6,Station_34,20:47:00,22:29:00,9,21,Rain,10.1,55,8,12.1,,0,76,0,0,5,Spring,1,26,93,Completed
T06175,2023-03-04,20:45:00,Bus,Route_17,Station_7,Station_4,20:37:30,21:36:30,12,6,Fog,16.1,64,23,11.4,,0,19,0,0,5,Spring,1,8,54,Completed
T06151,2023-03-04,21:00:00,Metro,Route_15,Station_26,Station_13,21:20:30,22:57:30,7,5,Clear,17.1,82,12,14.3,,0,54,0,0,5,Spring,1,17,105,Completed
T06136,2023-03-04,21:00:00,Bus,Route_5,Station_19,Station_48,21:21:00,22:17:00,6,18,Clear,28.1,100,37,9.4,Festival,0,88,0,0,5,Spring,1,49,75,Completed
T06167,2023-03-04,21:15:00,Metro,Route_16,Station_12,Station_13,21:01:15,22:22:15,12,3,Snow,15.9,66,57,8.6,,0,87,0,0,5,Spring,1,46,41,Completed
T06181,2023-03-04,21:30:00,Bus,Route_10,Station_9,Station_38,21:10:30,22:45:30,18,0,Rain,12.2,20,29,12.7,Concert,0,59,0,0,5,Spring,0,54,54,Completed
T06153,2023-03-04,21:45:00,Bus,Route_2,Station_46,Station_17,21:50:00,22:41:00,0,27,Clear,14.3,82,42,10.0,Sports,50000,100,0,0,5,Spring,1,53,18,Completed
T06176,2023-03-04,21:45:00,Bus,Route_2,Station_38,Station_33,21:14:00,21:59:00,14,13,Fog,2.1,59,19,0.0,Parade,0,43,0,0,5,Spring,1,24,39,Completed
