trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,passenger_count,capacity_percentage,trip_status,delayed,peak_hour,weekday,datetime,hour,day_name,on_time,delayed_5min,trip_duration_min
T04506,2023-02-16,05:30:00,Tram,Route_4,Station_49,Station_33,05:53:00,07:07:00,14,7,24,30,Completed,1,0,3,2023-02-16 05:30:00,5,Thursday,0,1,74.0
T04503,2023-02-16,05:45:00,Train,Route_3,Station_14,Station_49,05:26:00,07:03:00,21,17,23,11,Completed,1,0,3,2023-02-16 05:45:00,5,Thursday,0,1,97.0
T04590,2023-02-16,06:00:00,Train,Route_18,Station_34,Station_30,06:35:00,07:29:00,12,10,23,40,Completed,1,1,3,2023-02-16 06:00:00,6,Thursday,0,1,54.0
T04522,2023-02-16,06:00:00,Tram,Route_17,Station_15,Station_35,06:18:45,07:40:45,15,13,16,106,Completed,1,1,3,2023-02-16 06:00:00,6,Thursday,0,1,82.0
T04589,2023-02-16,06:00:00,Metro,Route_12,Station_24,Station_36,06:50:45,08:32:45,2,0,41,39,Completed,0,1,3,2023-02-16 06:00:00,6,Thursday,1,0,102.0
T04504,2023-02-16,06:30:00,Tram,Route_7,Station_26,Station_45,06:25:45,07:49:45,7,17,46,85,Completed,1,1,3,2023-02-16 06:30:00,6,Thursday,0,1,84.0
T04600,2023-02-16,06:45:00,Bus,Route_19,Station_19,Station_16,06:19:30,07:39:30,0,18,21,53,Completed,1,1,3,2023-02-16 06:45:00,6,Thursday,0,1,80.0
T04573,2023-02-16,06:45:00,Metro,Route_19,Station_7,Station_9,06:59:00,07:56:00,9,27,41,21,Completed,1,1,3,2023-02-16 06:45:00,6,Thursday,0,1,57.0
T04547,2023-02-16,07:45:00,Bus,Route_17,Station_12,Station_44,07:03:30,08:29:30,18,4,58,60,Completed,1,1,3,2023-02-16 07:45:00,7,Thursday,0,0,86.0
T04512,2023-02-16,07:45:00,Tram,Route_5,Station_38,Station_4,07:13:45,08:46:45,25,7,52,58,Cancelled,1,1,3,2023-02-16 07:45:00,7,Thursday,0,1,93.0
T04569,2023-02-16,07:45:00,Train,Route_6,Station_27,Station_41,07:54:30,09:49:30,-5,28,43,33,Completed,1,1,3,2023-02-16 07:45:00,7,Thursday,0,1,115.0
T04594,2023-02-16,07:45:00,Metro,Route_13,Station_24,Station_28,07:05:30,08:09:30,9,4,32,33,Completed,1,1,3,2023-02-16 07:45:00,7,Thursday,0,0,64.0
T04561,2023-02-16,07:45:00,Metro,Route_18,Station_22,Station_18,07:08:30,08:39:30,10,6,45,69,Completed,1,1,3,2023-02-16 07:45:00,7,Thursday,0,1,91.0
T04524,2023-02-16,07:45:00,Bus,Route_20,Station_26,Station_49,07:13:00,08:50:00,9,12,39,20,Completed,1,1,3,2023-02-16 07:45:00,7,Thursday,0,1,97.0
T04509,2023-02-16,08:00:00,Metro,Route_8,Station_6,Station_29,08:28:30,10:10:30,16,26,51,22,Completed,1,1,3,2023-02-16 08:00:00,8,Thursday,0,1,102.0
T04568,2023-02-16,08:15:00,Bus,Route_9,Station_24,Station_25,08:51:15,10:11:15,29,12,52,100,Completed,1,1,3,2023-02-16 08:15:00,8,Thursday,0,1,80.0
T04546,2023-02-16,08:30:00,Bus,Route_15,Station_15,Station_50,08:19:15,10:06:15,14,8,22,81,Completed,1,1,3,2023-02-16 08:30:00,8,Thursday,0,1,107.0
T04541,2023-02-16,08:45:00,Tram,Route_16,Station_32,Station_43,08:16:00,10:02:00,9,18,18,83,Completed,1,1,3,2023-02-16 08:45:00,8,Thursday,0,1,106.0
T04555,2023-02-16,09:00:00,Metro,Route_16,Station_37,Station_45,09:53:00,11:13:00,17,6,39,81,Completed,1,1,3,2023-02-16 09:00:00,9,Thursday,0,1,80.0
T04581,2023-02-16,09:30:00,Metro,Route_18,Station_39,Station_32,09:13:15,09:50:15,3,-2,48,73,Completed,0,1,3,2023-02-16 09:30:00,9,Thursday,1,0,37.0
T04531,2023-02-16,10:15:00,Metro,Route_11,Station_46,Station_15,10:55:00,12:09:00,3,10,45,29,Completed,1,0,3,2023-02-16 10:15:00,10,Thursday,0,1,74.0
T04597,2023-02-16,10:15:00,Train,Route_16,Station_9,Station_8,10:24:45,12:06:45,16,9,11,81,Completed,1,0,3,2023-02-16 10:15:00,10,Thursday,0,1,102.0
T04535,2023-02-16,11:00:00,Train,Route_9,Station_15,Station_34,11:54:15,12:29:15,15,25,45,82,Completed,1,0,3,2023-02-16 11:00:00,11,Thursday,0,1,35.0
T04582,2023-02-16,11:15:00,Bus,Route_5,Station_41,Station_2,11:22:15,12:14:15,8,3,17,80,Completed,1,0,3,2023-02-16 11:15:00,11,Thursday,0,0,52.0
T04550,2023-02-16,11:15:00,Bus,Route_18,Station_15,Station_2,11:08:45,12:08:45,13,18,22,87,Completed,1,0,3,2023-02-16 11:15:00,11,Thursday,0,1,60.0
T04545,2023-02-16,11:45:00,Bus,Route_17,Station_37,Station_15,11:58:45,13:29:45,11,6,41,37,Completed,1,0,3,2023-02-16 11:45:00,11,Thursday,0,1,91.0
T04513,2023-02-16,11:45:00,Train,Route_10,Station_14,Station_50,11:50:30,12:29:30,9,23,17,11,Completed,1,0,3,2023-02-16 11:45:00,11,Thursday,0,1,39.0
T04517,2023-02-16,11:45:00,Bus,Route_19,Station_26,Station_6,11:36:00,13:09:00,13,9,40,52,Completed,1,0,3,2023-02-16 11:45:00,11,Thursday,0,1,93.0
T04592,2023-02-16,12:00:00,Train,Route_12,Station_1,Station_3,12:17:30,13:25:30,5,5,35,17,Completed,1,0,3,2023-02-16 12:00:00,12,Thursday,0,0,68.0
T04526,2023-02-16,12:00:00,Bus,Route_16,Station_11,Station_8,12:48:45,14:20:45,7,15,6,22,Completed,1,0,3,2023-02-16 12:00:00,12,Thursday,0,1,92.0
T04530,2023-02-16,12:00:00,Tram,Route_18,Station_19,Station_39,12:33:45,13:08:45,7,5,20,94,Completed,1,0,3,2023-02-16 12:00:00,12,Thursday,0,0,35.0
T04587,2023-02-16,12:00:00,Bus,Route_5,Station_39,Station_17,12:09:00,12:43:00,18,24,13,101,Completed,1,0,3,2023-02-16 12:00:00,12,Thursday,0,1,34.0
T04554,2023-02-16,12:15:00,Tram,Route_3,Station_14,Station_25,12:59:45,13:39:45,17,20,13,44,Completed,1,0,3,2023-02-16 12:15:00,12,Thursday,0,1,40.0
T04596,2023-02-16,13:00:00,Tram,Route_19,Station_20,Station_33,13:14:15,14:16:15,11,20,42,32,Completed,1,0,3,2023-02-16 13:00:00,13,Thursday,0,1,62.0
T04539,2023-02-16,13:00:00,Bus,Route_2,Station_50,Station_45,13:10:30,15:03:30,3,5,15,55,Completed,1,0,3,2023-02-16 13:00:00,13,Thursday,0,0,113.0
T04563,2023-02-16,13:45:00,Train,Route_14,Station_43,Station_39,13:12:00,14:08:00,6,8,58,24,Completed,1,0,3,2023-02-16 13:45:00,13,Thursday,0,1,56.0
T04559,2023-02-16,14:00:00,Bus,Route_2,Station_43,Station_37,14:22:45,16:10:45,6,17,26,11,Completed,1,0,3,2023-02-16 14:00:00,14,Thursday,0,1,108.0
T04543,2023-02-16,14:15:00,Train,Route_3,Station_31,Station_25,14:21:30,14:51:30,10,23,37,70,Completed,1,0,3,2023-02-16 14:15:00,14,Thursday,0,1,30.0
T04572,2023-02-16,14:30:00,Metro,Route_13,Station_4,Station_28,14:38:45,16:17:45,10,14,40,85,Completed,1,0,3,2023-02-16 14:30:00,14,Thursday,0,1,99.0
T04519,2023-02-16,14:45:00,Metro,Route_14,Station_7,Station_2,14:21:30,16:13:30,10,26,49,73,Completed,1,0,3,2023-02-16 14:45:00,14,Thursday,0,1,112.0
T04544,2023-02-16,15:00:00,Bus,Route_10,Station_8,Station_13,15:28:30,17:22:30,9,2,27,61,Completed,1,0,3,2023-02-16 15:00:00,15,Thursday,0,0,114.0
T04514,2023-02-16,15:30:00,Metro,Route_1,Station_9,Station_32,15:00:00,15:51:00,9,9,49,45,Completed,1,0,3,2023-02-16 15:30:00,15,Thursday,0,1,51.0
T04548,2023-02-16,15:45:00,Bus,Route_2,Station_46,Station_45,15:12:00,15:50:00,9,16,49,76,Completed,1,0,3,2023-02-16 15:45:00,15,Thursday,0,1,38.0
T04510,2023-02-16,15:45:00,Train,Route_13,Station_24,Station_2,15:44:00,16:49:00,15,24,38,78,Completed,1,0,3,2023-02-16 15:45:00,15,Thursday,0,1,65.0
T04580,2023-02-16,16:00:00,Tram,Route_16,Station_22,Station_43,16:13:45,16:45:45,-3,23,13,76,Completed,1,1,3,2023-02-16 16:00:00,16,Thursday,0,1,32.0
T04576,2023-02-16,16:00:00,Tram,Route_5,Station_8,Station_18,16:13:15,17:36:15,10,18,28,56,Completed,1,1,3,2023-02-16 16:00:00,16,Thursday,0,1,83.0
T04534,2023-02-16,16:15:00,Metro,Route_3,Station_36,Station_34,16:06:30,17:59:30,13,5,12,92,Completed,1,1,3,2023-02-16 16:15:00,16,Thursday,0,0,113.0
T04574,2023-02-16,16:15:00,Tram,Route_19,Station_24,Station_1,16:49:30,18:38:30,2,4,11,11,Completed,1,1,3,2023-02-16 16:15:00,16,Thursday,0,0,109.0
T04575,2023-02-16,17:00:00,Train,Route_2,Station_3,Station_16,17:02:30,17:35:30,13,23,40,53,Completed,1,1,3,2023-02-16 17:00:00,17,Thursday,0,1,33.0
T04564,2023-02-16,17:15:00,Metro,Route_7,Station_19,Station_11,17:22:30,17:53:30,10,6,22,73,Completed,1,1,3,2023-02-16 17:15:00,17,Thursday,0,1,31.0
T04521,2023-02-16,17:45:00,Bus,Route_1,Station_37,Station_14,17:54:15,19:49:15,0,12,7,90,Completed,1,1,3,2023-02-16 17:45:00,17,Thursday,0,1,115.0
T04507,2023-02-16,18:30:00,Tram,Route_8,Station_17,Station_14,18:26:00,19:46:00,7,3,32,87,Completed,1,1,3,2023-02-16 18:30:00,18,Thursday,0,0,80.0
T04599,2023-02-16,18:45:00,Bus,Route_10,Station_41,Station_25,18:41:45,19:42:45,13,11,10,37,Completed,1,1,3,2023-02-16 18:45:00,18,Thursday,0,1,61.0
T04502,2023-02-16,18:45:00,Tram,Route_16,Station_2,Station_36,18:17:00,20:13:00,8,25,48,100,Completed,1,1,3,2023-02-16 18:45:00,18,Thursday,0,1,116.0
T04566,2023-02-16,19:00:00,Bus,Route_4,Station_38,Station_43,19:38:30,21:21:30,4,19,48,63,Completed,1,1,3,2023-02-16 19:00:00,19,Thursday,0,1,103.0
T04508,2023-02-16,19:00:00,Train,Route_7,Station_6,Station_38,19:07:00,20:16:00,20,13,25,83,Cancelled,1,1,3,2023-02-16 19:00:00,19,Thursday,0,1,69.0
T04518,2023-02-16,19:00:00,Bus,Route_6,Station_38,Station_19,19:47:45,20:26:45,16,10,32,76,Completed,1,1,3,2023-02-16 19:00:00,19,Thursday,0,1,39.0
T04532,2023-02-16,19:00:00,Tram,Route_9,Station_46,Station_34,19:44:45,21:20:45,20,23,44,45,Completed,1,1,3,2023-02-16 19:00:00,19,Thursday,0,1,96.0
T04549,2023-02-16,19:15:00,Train,Route_12,Station_18,Station_16,19:32:30,20:20:30,11,5,58,72,Completed,1,1,3,2023-02-16 19:15:00,19,Thursday,0,0,48.0
T04598,2023-02-16,20:00:00,Tram,Route_16,Station_5,Station_11,20:45:15,21:43:15,3,12,58,34,Completed,1,0,3,2023-02-16 20:00:00,20,Thursday,0,1,58.0
T04505,2023-02-16,20:00:00,Tram,Route_13,Station_4,Station_44,20:38:00,22:18:00,5,11,5,95,Completed,1,0,3,2023-02-16 20:00:00,20,Thursday,0,1,100.0
T04591,2023-02-16,20:00:00,Bus,Route_15,Station_21,Station_4,20:47:00,22:27:00,15,5,40,57,Completed,1,0,3,2023-02-16 20:00:00,20,Thursday,0,0,100.0
T04558,2023-02-16,20:15:00,Metro,Route_18,Station_32,Station_26,20:41:45,22:07:45,10,11,25,48,Completed,1,0,3,2023-02-16 20:15:00,20,Thursday,0,1,86.0
T04585,2023-02-16,20:15:00,Bus,Route_5,Station_37,Station_7,20:40:00,21:40:00,3,0,47,56,Completed,0,0,3,2023-02-16 20:15:00,20,Thursday,1,0,60.0
T04557,2023-02-16,20:45:00,Train,Route_7,Station_12,Station_48,20:04:15,20:57:15,12,13,39,103,Completed,1,0,3,2023-02-16 20:45:00,20,Thursday,0,1,53.0
T04583,2023-02-16,21:00:00,Bus,Route_1,Station_32,Station_3,21:16:45,22:21:45,13,30,17,30,Completed,1,0,3,2023-02-16 21:00:00,21,Thursday,0,1,65.0
T04525,2023-02-16,22:00:00,Tram,Route_17,Station_19,Station_38,22:10:45,23:48:45,8,17,53,39,Completed,1,0,3,2023-02-16 22:00:00,22,Thursday,0,1,98.0
T04571,2023-02-16,22:00:00,Bus,Route_8,Station_38,Station_19,22:09:15,22:48:15,4,8,58,101,Completed,1,0,3,2023-02-16 22:00:00,22,Thursday,0,1,39.0
T04552,2023-02-16,22:00:00,Train,Route_7,Station_13,Station_17,22:42:15,00:14:15,15,5,58,40,Completed,1,0,3,2023-02-16 22:00:00,22,Thursday,0,0,92.0
T04515,2023-02-16,22:00:00,Metro,Route_3,Station_35,Station_6,22:54:00,23:38:00,12,16,14,35,Completed,1,0,3,2023-02-16 22:00:00,22,Thursday,0,1,44.0
T04533,2023-02-16,22:15:00,Metro,Route_18,Station_21,Station_5,22:11:15,23:58:15,6,11,57,31,Completed,1,0,3,2023-02-16 22:15:00,22,Thursday,0,1,107.0
T04579,2023-02-16,22:15:00,Tram,Route_10,Station_37,Station_20,22:34:15,23:54:15,22,19,48,30,Completed,1,0,3,2023-02-16 22:15:00,22,Thursday,0,1,80.0
T04560,2023-02-16,22:15:00,Metro,Route_13,Station_10,Station_39,22:32:00,23:05:00,4,15,51,10,Completed,1,0,3,2023-02-16 22:15:00,22,Thursday,0,1,33.0
T04567,2023-02-16,22:45:00,Tram,Route_10,Station_28,Station_35,22:42:15,23:59:15,9,16,57,46,Completed,1,0,3,2023-02-16 22:45:00,22,Thursday,0,1,77.0
T04586,2023-02-16,22:45:00,Train,Route_3,Station_29,Station_44,22:01:30,22:50:30,19,11,14,86,Completed,1,0,3,2023-02-16 22:45:00,22,Thursday,0,1,49.0
T04523,2023-02-16,23:15:00,Train,Route_6,Station_25,Station_50,23:41:00,01:30:00,3,14,50,94,Completed,1,0,3,2023-02-16 23:15:00,23,Thursday,0,1,109.0
T04520,2023-02-16,23:15:00,Bus,Route_14,Station_23,Station_47,23:21:15,00:02:15,-5,14,17,55,Completed,1,0,3,2023-02-16 23:15:00,23,Thursday,0,1,41.0
T04593,2023-02-16,23:15:00,Metro,Route_18,Station_33,Station_7,23:00:30,00:56:30,15,16,41,18,Completed,1,0,3,2023-02-16 23:15:00,23,Thursday,0,1,116.0
T04565,2023-02-16,23:15:00,Tram,Route_12,Station_7,Station_11,23:21:30,01:20:30,2,14,42,26,Completed,1,0,3,2023-02-16 23:15:00,23,Thursday,0,1,119.0
T04537,2023-02-16,23:30:00,Train,Route_7,Station_46,Station_4,23:41:15,01:01:15,14,4,28,56,Completed,1,0,3,2023-02-16 23:30:00,23,Thursday,0,0,80.0
T04528,2023-02-16,23:30:00,Train,Route_10,Station_36,Station_9,23:48:15,01:29:15,8,19,6,94,Completed,1,0,3,2023-02-16 23:30:00,23,Thursday,0,1,101.0
T04688,2023-02-17,00:30:00,Bus,Route_6,Station_15,Station_29,00:43:00,02:14:00,13,12,26,104,Completed,1,0,4,2023-02-17 00:30:00,0,Friday,0,1,91.0
T04602,2023-02-17,00:30:00,Bus,Route_15,Station_40,Station_49,00:57:30,01:47:30,12,10,21,68,Completed,1,0,4,2023-02-17 00:30:00,0,Friday,0,1,50.0
T04644,2023-02-17,01:00:00,Train,Route_7,Station_45,Station_42,01:30:45,02:27:45,6,25,40,63,Completed,1,0,4,2023-02-17 01:00:00,1,Friday,0,1,57.0
T04636,2023-02-17,01:15:00,Metro,Route_19,Station_48,Station_37,01:21:45,03:10:45,16,10,18,95,Completed,1,0,4,2023-02-17 01:15:00,1,Friday,0,1,109.0
T04691,2023-02-17,01:30:00,Tram,Route_11,Station_28,Station_11,01:39:15,02:17:15,6,20,14,21,Completed,1,0,4,2023-02-17 01:30:00,1,Friday,0,1,38.0
T04615,2023-02-17,01:45:00,Tram,Route_19,Station_40,Station_19,01:31:30,02:07:30,17,6,39,73,Completed,1,0,4,2023-02-17 01:45:00,1,Friday,0,1,36.0
T04634,2023-02-17,02:00:00,Train,Route_9,Station_37,Station_26,02:02:45,02:52:45,16,11,29,15,Completed,1,0,4,2023-02-17 02:00:00,2,Friday,0,1,50.0
T04672,2023-02-17,02:00:00,Tram,Route_5,Station_9,Station_43,02:00:45,02:49:45,7,15,7,62,Completed,1,0,4,2023-02-17 02:00:00,2,Friday,0,1,49.0
T04645,2023-02-17,02:15:00,Tram,Route_10,Station_12,Station_44,02:59:15,03:55:15,8,12,51,25,Completed,1,0,4,2023-02-17 02:15:00,2,Friday,0,1,56.0
T04605,2023-02-17,02:30:00,Bus,Route_13,Station_6,Station_36,02:19:30,03:36:30,5,15,42,99,Completed,1,0,4,2023-02-17 02:30:00,2,Friday,0,1,77.0
T04670,2023-02-17,02:45:00,Tram,Route_11,Station_26,Station_12,02:49:30,04:34:30,8,9,21,14,Completed,1,0,4,2023-02-17 02:45:00,2,Friday,0,1,105.0
T04618,2023-02-17,02:45:00,Train,Route_1,Station_43,Station_31,02:19:30,03:41:30,16,17,16,82,Completed,1,0,4,2023-02-17 02:45:00,2,Friday,0,1,82.0
T04616,2023-02-17,03:00:00,Metro,Route_3,Station_1,Station_47,03:18:15,04:04:15,5,15,58,55,Cancelled,1,0,4,2023-02-17 03:00:00,3,Friday,0,1,46.0
T04678,2023-02-17,03:15:00,Bus,Route_8,Station_42,Station_7,03:51:45,04:45:45,10,15,56,23,Completed,1,0,4,2023-02-17 03:15:00,3,Friday,0,1,54.0
T04610,2023-02-17,03:15:00,Tram,Route_9,Station_28,Station_20,03:53:30,04:46:30,16,11,28,53,Completed,1,0,4,2023-02-17 03:15:00,3,Friday,0,1,53.0
T04659,2023-02-17,03:30:00,Metro,Route_7,Station_27,Station_34,03:25:45,05:17:45,0,0,33,72,Completed,0,0,4,2023-02-17 03:30:00,3,Friday,1,0,112.0
T04694,2023-02-17,03:30:00,Metro,Route_11,Station_47,Station_18,03:03:15,04:50:15,4,11,47,103,Completed,1,0,4,2023-02-17 03:30:00,3,Friday,0,1,107.0
T04619,2023-02-17,03:30:00,Tram,Route_19,Station_8,Station_24,03:31:45,04:17:45,1,24,29,61,Completed,1,0,4,2023-02-17 03:30:00,3,Friday,0,1,46.0
T04677,2023-02-17,03:45:00,Metro,Route_14,Station_13,Station_8,03:31:45,05:01:45,7,16,40,35,Completed,1,0,4,2023-02-17 03:45:00,3,Friday,0,1,90.0
T04669,2023-02-17,03:45:00,Metro,Route_17,Station_37,Station_29,03:16:30,03:58:30,-1,25,30,62,Cancelled,1,0,4,2023-02-17 03:45:00,3,Friday,0,1,42.0
T04632,2023-02-17,03:45:00,Train,Route_9,Station_41,Station_35,03:22:45,04:33:45,12,10,42,38,Completed,1,0,4,2023-02-17 03:45:00,3,Friday,0,1,71.0
T04649,2023-02-17,04:00:00,Bus,Route_7,Station_5,Station_48,04:24:00,05:33:00,17,13,5,28,Completed,1,0,4,2023-02-17 04:00:00,4,Friday,0,1,69.0
T04640,2023-02-17,04:15:00,Metro,Route_19,Station_24,Station_8,04:44:45,05:54:45,0,0,24,56,Completed,0,0,4,2023-02-17 04:15:00,4,Friday,1,0,70.0
T04689,2023-02-17,04:45:00,Bus,Route_3,Station_1,Station_27,04:38:30,05:38:30,-1,14,59,17,Completed,1,0,4,2023-02-17 04:45:00,4,Friday,0,1,60.0
T04650,2023-02-17,04:45:00,Bus,Route_18,Station_19,Station_6,04:37:00,05:40:00,8,19,32,32,Completed,1,0,4,2023-02-17 04:45:00,4,Friday,0,1,63.0
T04642,2023-02-17,05:15:00,Tram,Route_3,Station_3,Station_19,05:13:00,07:10:00,0,1,20,44,Completed,1,0,4,2023-02-17 05:15:00,5,Friday,0,0,117.0
T04646,2023-02-17,05:15:00,Metro,Route_20,Station_32,Station_22,05:02:30,06:08:30,9,-1,51,104,Completed,0,0,4,2023-02-17 05:15:00,5,Friday,1,0,66.0
T04621,2023-02-17,05:30:00,Bus,Route_2,Station_35,Station_47,05:18:45,07:02:45,3,3,21,62,Completed,1,0,4,2023-02-17 05:30:00,5,Friday,0,0,104.0
T04652,2023-02-17,05:30:00,Train,Route_18,Station_50,Station_21,05:51:45,06:22:45,7,21,44,108,Completed,1,0,4,2023-02-17 05:30:00,5,Friday,0,1,31.0
T04641,2023-02-17,05:45:00,Tram,Route_13,Station_34,Station_28,05:22:15,06:02:15,8,25,32,105,Completed,1,0,4,2023-02-17 05:45:00,5,Friday,0,1,40.0
T04651,2023-02-17,05:45:00,Train,Route_12,Station_22,Station_1,05:13:30,06:35:30,8,4,16,67,Completed,1,0,4,2023-02-17 05:45:00,5,Friday,0,0,82.0
T04658,2023-02-17,06:15:00,Bus,Route_12,Station_33,Station_13,06:46:15,08:16:15,4,14,31,14,Completed,1,1,4,2023-02-17 06:15:00,6,Friday,0,1,90.0
T04681,2023-02-17,06:30:00,Tram,Route_5,Station_21,Station_42,06:27:15,08:23:15,1,12,58,25,Completed,1,1,4,2023-02-17 06:30:00,6,Friday,0,1,116.0
T04617,2023-02-17,07:15:00,Metro,Route_5,Station_49,Station_36,07:05:30,08:04:30,9,30,57,26,Completed,1,1,4,2023-02-17 07:15:00,7,Friday,0,1,59.0
T04627,2023-02-17,07:15:00,Tram,Route_2,Station_34,Station_7,07:20:45,08:53:45,9,25,46,41,Completed,1,1,4,2023-02-17 07:15:00,7,Friday,0,1,93.0
T04662,2023-02-17,07:45:00,Tram,Route_18,Station_10,Station_44,07:07:15,08:37:15,10,9,51,105,Completed,1,1,4,2023-02-17 07:45:00,7,Friday,0,1,90.0
T04603,2023-02-17,07:45:00,Metro,Route_13,Station_29,Station_32,07:11:00,07:44:00,9,23,34,61,Completed,1,1,4,2023-02-17 07:45:00,7,Friday,0,1,33.0
T04630,2023-02-17,08:00:00,Metro,Route_3,Station_12,Station_23,08:37:15,09:20:15,15,14,45,29,Completed,1,1,4,2023-02-17 08:00:00,8,Friday,0,1,43.0
T04638,2023-02-17,08:30:00,Metro,Route_5,Station_26,Station_17,08:37:30,09:16:30,7,3,38,75,Completed,1,1,4,2023-02-17 08:30:00,8,Friday,0,0,39.0
T04628,2023-02-17,08:30:00,Bus,Route_20,Station_39,Station_30,08:40:00,10:08:00,10,17,41,93,Completed,1,1,4,2023-02-17 08:30:00,8,Friday,0,1,88.0
T04667,2023-02-17,08:30:00,Bus,Route_8,Station_12,Station_31,08:23:30,09:10:30,8,14,10,91,Completed,1,1,4,2023-02-17 08:30:00,8,Friday,0,1,47.0
T04647,2023-02-17,08:30:00,Train,Route_11,Station_17,Station_27,08:02:30,08:46:30,12,25,11,10,Completed,1,1,4,2023-02-17 08:30:00,8,Friday,0,1,44.0
T04604,2023-02-17,09:00:00,Tram,Route_10,Station_38,Station_6,09:58:30,11:26:30,4,22,36,67,Completed,1,1,4,2023-02-17 09:00:00,9,Friday,0,1,88.0
T04624,2023-02-17,09:15:00,Train,Route_1,Station_14,Station_26,09:24:45,10:00:45,5,22,36,102,Completed,1,1,4,2023-02-17 09:15:00,9,Friday,0,1,36.0
T04698,2023-02-17,09:15:00,Bus,Route_11,Station_45,Station_44,09:42:30,11:31:30,14,24,57,102,Completed,1,1,4,2023-02-17 09:15:00,9,Friday,0,1,109.0
T04676,2023-02-17,09:30:00,Tram,Route_9,Station_16,Station_29,09:42:00,10:46:00,10,1,29,92,Completed,1,1,4,2023-02-17 09:30:00,9,Friday,0,0,64.0
T04695,2023-02-17,10:30:00,Bus,Route_20,Station_27,Station_38,10:40:00,12:24:00,15,20,37,53,Completed,1,0,4,2023-02-17 10:30:00,10,Friday,0,1,104.0
T04653,2023-02-17,11:00:00,Tram,Route_4,Station_38,Station_3,11:58:45,13:08:45,13,7,59,15,Completed,1,0,4,2023-02-17 11:00:00,11,Friday,0,1,70.0
T04680,2023-02-17,11:15:00,Bus,Route_15,Station_33,Station_48,11:13:15,12:04:15,24,21,11,59,Completed,1,0,4,2023-02-17 11:15:00,11,Friday,0,1,51.0
T04613,2023-02-17,11:45:00,Train,Route_9,Station_5,Station_14,11:22:00,12:49:00,22,22,56,81,Completed,1,0,4,2023-02-17 11:45:00,11,Friday,0,1,87.0
T04631,2023-02-17,11:45:00,Train,Route_8,Station_17,Station_4,11:23:30,12:36:30,0,-8,16,97,Completed,0,0,4,2023-02-17 11:45:00,11,Friday,1,0,73.0
T04609,2023-02-17,12:15:00,Bus,Route_6,Station_4,Station_14,12:03:15,13:08:15,14,13,20,29,Completed,1,0,4,2023-02-17 12:15:00,12,Friday,0,1,65.0
T04671,2023-02-17,13:00:00,Bus,Route_20,Station_21,Station_10,13:41:45,15:01:45,6,18,20,23,Completed,1,0,4,2023-02-17 13:00:00,13,Friday,0,1,80.0
T04612,2023-02-17,13:00:00,Bus,Route_4,Station_30,Station_26,13:39:45,15:27:45,5,30,47,14,Completed,1,0,4,2023-02-17 13:00:00,13,Friday,0,1,108.0
T04686,2023-02-17,13:15:00,Bus,Route_9,Station_39,Station_13,13:06:30,14:17:30,12,17,57,50,Completed,1,0,4,2023-02-17 13:15:00,13,Friday,0,1,71.0
T04664,2023-02-17,13:15:00,Metro,Route_6,Station_26,Station_47,13:36:15,14:24:15,8,14,40,49,Completed,1,0,4,2023-02-17 13:15:00,13,Friday,0,1,48.0
T04637,2023-02-17,13:30:00,Tram,Route_7,Station_37,Station_25,13:58:00,15:54:00,16,13,17,43,Completed,1,0,4,2023-02-17 13:30:00,13,Friday,0,1,116.0
T04655,2023-02-17,14:15:00,Tram,Route_7,Station_39,Station_19,14:08:15,14:54:15,14,11,11,89,Completed,1,0,4,2023-02-17 14:15:00,14,Friday,0,1,46.0
T04626,2023-02-17,14:15:00,Bus,Route_20,Station_30,Station_19,14:37:45,16:03:45,12,18,40,54,Completed,1,0,4,2023-02-17 14:15:00,14,Friday,0,1,86.0
T04699,2023-02-17,14:45:00,Metro,Route_2,Station_24,Station_33,14:59:45,16:59:45,6,11,51,80,Completed,1,0,4,2023-02-17 14:45:00,14,Friday,0,1,120.0
T04622,2023-02-17,14:45:00,Bus,Route_15,Station_34,Station_43,14:01:30,15:53:30,4,17,55,89,Completed,1,0,4,2023-02-17 14:45:00,14,Friday,0,1,112.0
T04611,2023-02-17,15:00:00,Bus,Route_13,Station_43,Station_40,15:08:15,16:39:15,8,8,13,80,Completed,1,0,4,2023-02-17 15:00:00,15,Friday,0,1,91.0
T04620,2023-02-17,15:00:00,Bus,Route_10,Station_34,Station_26,15:00:15,16:21:15,2,14,36,36,Completed,1,0,4,2023-02-17 15:00:00,15,Friday,0,1,81.0
T04654,2023-02-17,15:00:00,Tram,Route_16,Station_32,Station_33,15:21:00,16:14:00,8,24,15,87,Completed,1,0,4,2023-02-17 15:00:00,15,Friday,0,1,53.0
T04657,2023-02-17,15:15:00,Metro,Route_18,Station_24,Station_34,15:57:15,17:22:15,23,16,12,87,Completed,1,0,4,2023-02-17 15:15:00,15,Friday,0,1,85.0
T04607,2023-02-17,15:15:00,Tram,Route_17,Station_2,Station_10,15:39:00,17:31:00,8,24,37,53,Completed,1,0,4,2023-02-17 15:15:00,15,Friday,0,1,112.0
T04623,2023-02-17,15:30:00,Bus,Route_18,Station_4,Station_10,15:46:45,16:49:45,15,6,27,42,Completed,1,0,4,2023-02-17 15:30:00,15,Friday,0,1,63.0
